sekermiktari,yas,cinsiyet,sinirlilik
1.204,9.348,0,0.278
24.640,0.090,1,0.882
2.331,11.213,0,0.465
1.315,12.489,0,0.466
2.648,7.616,1,0.250
27.083,0.809,1,0.883
26.614,11.740,0,0.881
28.300,10.228,0,0.865
2.385,10.282,1,0.650
29.355,4.609,0,0.533
25.468,8.452,0,0.459
29.190,8.826,0,0.457
18.426,2.089,0,0.489
29.837,1.248,1,0.883
16.214,7.357,0,0.250
3.695,7.509,0,0.085
23.535,3.974,0,0.650
14.265,8.952,1,0.456
4.553,14.764,0,0.463
2.593,2.520,0,0.250
25.893,2.425,0,0.650
3.491,6.160,1,0.250
22.706,3.797,1,0.871
19.465,11.999,0,0.791
26.000,13.008,1,0.883
21.978,14.789,1,0.870
1.599,13.541,1,0.650
21.177,7.974,0,0.460
3.027,4.537,1,0.346
11.334,4.866,1,0.488
27.082,7.495,0,0.463
6.187,15.477,1,0.650
27.448,7.222,0,0.464
29.444,11.873,0,0.882
14.920,8.766,0,0.250
0.410,2.854,1,0.467
23.758,7.933,0,0.461
27.336,10.715,0,0.870
19.276,6.837,1,0.564
29.204,12.076,0,0.883
25.329,15.883,0,0.883
13.598,2.871,1,0.650
29.253,0.759,1,0.883
6.462,2.410,0,0.250
8.774,2.109,0,0.250
16.669,12.247,1,0.873
24.240,8.370,0,0.459
17.957,11.539,0,0.650
18.915,13.914,1,0.858
29.197,2.116,1,0.883
6.846,13.196,0,0.459
28.516,0.800,1,0.883
21.930,9.061,0,0.491
17.338,12.950,0,0.650
14.532,10.639,1,0.869
13.677,6.463,1,0.465
28.112,14.254,0,0.883
11.464,5.090,1,0.459
4.129,15.942,1,0.650
25.912,15.179,1,0.883
9.803,8.926,0,0.203
9.479,14.156,0,0.524
25.594,11.398,0,0.877
17.901,14.103,1,0.865
12.479,15.375,1,0.870
29.640,15.557,0,0.883
20.081,14.778,1,0.861
27.489,9.503,1,0.772
28.998,8.933,0,0.456
7.219,13.024,1,0.650
16.859,12.772,0,0.650
27.769,7.779,1,0.650
20.171,2.457,0,0.650
28.158,5.938,0,0.467
22.307,6.210,0,0.463
25.151,14.820,1,0.883
28.743,1.579,0,0.650
28.491,11.441,1,0.878
12.196,2.264,1,0.650
27.326,13.954,1,0.883
3.674,2.633,0,0.250
0.040,5.630,0,0.081
5.193,3.105,1,0.462
2.970,13.068,1,0.650
15.216,0.113,0,0.467
0.858,14.066,1,0.650
27.022,13.350,0,0.883
16.947,6.586,0,0.250
7.334,1.227,1,0.458
22.109,1.646,1,0.870
11.285,5.001,0,0.250
27.195,8.150,0,0.460
18.894,10.150,1,0.858
16.308,2.640,1,0.650
26.667,15.713,0,0.883
15.648,8.345,1,0.459
0.714,8.798,0,0.092
13.857,12.049,0,0.650
12.279,7.477,1,0.462
1.205,3.347,0,0.250
26.956,7.414,0,0.464
5.007,5.057,1,0.250
21.270,8.006,0,0.460
23.280,0.822,1,0.876
21.834,0.312,0,0.650
21.187,11.350,1,0.866
29.662,6.105,1,0.650
22.845,9.882,0,0.821
19.510,7.322,0,0.392
17.284,7.604,0,0.250
16.625,13.358,1,0.873
1.658,4.865,0,0.120
15.240,3.676,1,0.650
2.859,4.122,1,0.433
17.127,12.014,0,0.650
19.670,15.707,0,0.817
1.047,4.329,0,0.215
24.515,11.146,0,0.875
17.938,13.667,0,0.650
25.285,9.680,0,0.751
21.739,7.351,1,0.650
21.235,10.765,1,0.866
7.470,6.249,1,0.250
0.357,6.371,1,0.250
17.106,15.649,1,0.870
23.224,6.950,0,0.465
4.497,3.056,1,0.463
23.730,9.393,0,0.644
9.443,1.687,0,0.317
29.896,15.481,0,0.883
5.585,14.611,1,0.650
8.041,11.079,1,0.650
20.666,5.164,1,0.650
22.538,13.196,0,0.872
17.672,5.681,1,0.460
18.740,8.215,0,0.310
29.468,14.099,1,0.883
8.855,7.161,1,0.250
16.644,11.813,1,0.873
3.412,2.805,1,0.464
3.230,9.061,0,0.137
13.087,1.157,1,0.650
2.561,0.430,1,0.465
19.902,0.450,1,0.847
14.368,12.148,0,0.650
23.418,7.021,1,0.650
14.372,3.302,1,0.650
2.300,15.624,1,0.650
21.967,14.915,1,0.870
5.682,6.379,1,0.250
4.896,0.865,1,0.462
23.116,11.018,0,0.873
22.948,15.034,0,0.874
15.305,14.478,0,0.650
8.607,1.227,0,0.250
23.922,7.156,0,0.465
6.619,4.643,0,0.165
20.432,13.114,0,0.862
29.611,13.085,0,0.883
26.196,8.264,0,0.460
11.687,8.980,1,0.456
24.326,2.881,1,0.880
14.080,11.578,0,0.650
22.236,5.301,1,0.650
8.126,2.973,0,0.250
11.546,7.631,0,0.250
25.632,13.035,1,0.883
5.772,9.254,1,0.380
0.470,9.426,0,0.306
25.828,11.371,0,0.877
3.496,14.610,1,0.650
23.671,0.205,0,0.650
5.177,8.764,1,0.250
9.805,5.932,1,0.363
23.097,8.090,0,0.461
29.097,4.860,1,0.681
18.770,4.906,0,0.350
23.237,8.263,1,0.650
7.603,2.247,0,0.250
0.122,2.667,1,0.467
4.982,6.702,0,0.087
23.627,1.780,0,0.650
4.299,11.582,0,0.463
23.563,13.378,0,0.877
17.788,1.936,1,0.650
26.249,1.008,1,0.883
12.981,2.230,1,0.650
26.343,8.946,0,0.456
20.703,13.630,1,0.864
10.773,11.845,0,0.637
18.104,3.283,1,0.658
15.582,3.486,1,0.650
14.336,15.203,0,0.650
3.757,5.911,0,0.084
4.733,5.372,0,0.086
15.834,9.220,0,0.365
19.956,10.959,1,0.860
26.045,12.162,0,0.883
19.599,1.645,0,0.600
19.016,9.849,0,0.672
3.532,4.780,0,0.138
26.189,7.434,0,0.464
6.203,11.324,0,0.460
18.935,4.689,1,0.624
16.791,4.290,0,0.396
5.831,3.989,0,0.250
12.051,10.968,0,0.650
21.601,1.687,0,0.650
9.507,4.062,0,0.311
4.835,12.060,0,0.462
21.177,11.876,1,0.866
11.200,8.592,0,0.250
3.421,5.626,0,0.084
28.048,5.530,0,0.465
27.115,12.467,0,0.883
5.708,12.149,0,0.461
6.475,0.556,0,0.250
25.716,7.307,1,0.650
25.802,14.862,0,0.883
9.100,7.175,0,0.114
7.842,4.198,0,0.225
5.874,6.898,1,0.250
21.466,14.554,0,0.867
17.396,14.345,1,0.868
6.555,6.632,1,0.250
22.802,0.666,0,0.650
17.723,8.345,1,0.459
23.837,7.905,1,0.650
29.212,3.201,1,0.880
15.766,1.075,0,0.466
3.729,8.468,0,0.091
5.012,6.414,0,0.087
5.715,4.768,0,0.140
19.780,7.825,0,0.426
28.535,1.801,1,0.883
22.422,12.003,1,0.872
14.616,15.359,0,0.650
4.465,1.506,1,0.463
4.707,2.716,0,0.250
15.576,14.991,0,0.650
15.161,15.800,1,0.882
1.156,4.731,1,0.306
2.812,14.631,0,0.465
8.250,8.609,0,0.094
18.446,10.524,0,0.685
6.163,5.374,0,0.089
26.488,13.625,0,0.883
3.847,12.005,1,0.650
12.328,3.125,0,0.462
22.261,5.651,0,0.463
22.475,8.402,1,0.650
11.169,2.701,1,0.650
19.243,1.144,1,0.765
19.594,0.485,1,0.807
21.998,9.625,1,0.797
15.336,7.699,0,0.250
3.471,10.768,0,0.463
13.709,3.536,1,0.650
19.237,5.773,0,0.360
29.488,10.105,0,0.863
18.342,0.693,0,0.483
25.656,7.068,0,0.465
16.030,7.702,0,0.250
0.581,1.316,1,0.467
28.542,6.670,0,0.466
8.976,13.658,1,0.650
0.291,14.172,1,0.650
13.527,8.738,0,0.250
20.142,15.827,1,0.861
19.144,1.723,0,0.550
21.647,1.819,1,0.868
3.707,7.893,0,0.087
28.780,12.506,1,0.883
4.160,8.593,0,0.091
13.240,3.844,0,0.462
2.096,9.475,0,0.322
15.209,15.238,1,0.882
23.362,13.090,0,0.876
22.182,4.893,0,0.482
3.744,3.137,0,0.250
7.994,7.811,0,0.093
16.461,10.295,0,0.650
15.579,13.985,0,0.650
9.855,14.795,1,0.772
24.753,12.906,1,0.882
13.780,11.754,0,0.650
28.810,0.271,0,0.650
2.263,2.348,1,0.465
20.124,7.119,0,0.457
12.679,13.130,0,0.650
11.719,5.242,0,0.250
14.667,12.628,0,0.650
8.294,2.606,0,0.250
6.425,0.251,0,0.250
16.859,9.461,1,0.671
5.692,13.892,0,0.461
28.115,8.301,1,0.650
10.893,6.388,0,0.248
6.767,5.950,1,0.250
9.969,10.607,0,0.579
5.542,4.278,0,0.221
8.468,14.956,1,0.650
20.671,14.222,1,0.864
5.159,10.732,0,0.462
12.598,14.212,0,0.650
27.613,1.920,1,0.883
20.812,5.029,1,0.650
7.751,12.163,1,0.650
28.660,11.035,1,0.873
2.402,12.007,1,0.650
26.868,10.909,0,0.872
20.872,1.048,1,0.865
23.207,6.244,0,0.465
18.956,12.201,0,0.733
0.558,6.595,1,0.250
12.996,10.693,0,0.650
2.172,14.315,0,0.466
21.326,8.330,1,0.650
9.407,7.341,1,0.312
21.907,6.973,0,0.462
20.702,5.301,1,0.650
17.860,14.264,1,0.865
26.583,15.844,1,0.883
10.399,3.289,1,0.613
4.775,13.861,0,0.462
1.148,10.198,1,0.650
6.745,9.259,1,0.382
15.832,15.025,1,0.878
24.259,9.185,0,0.554
0.017,11.554,0,0.466
14.425,0.917,0,0.466
28.801,5.276,1,0.650
20.309,12.928,1,0.862
26.042,1.667,1,0.883
21.799,8.768,1,0.650
25.792,6.781,1,0.650
5.520,5.344,1,0.250
19.041,0.955,0,0.540
6.065,14.982,0,0.460
18.115,1.082,0,0.467
14.001,9.336,1,0.621
6.170,7.600,0,0.089
29.237,1.009,0,0.650
15.644,13.908,0,0.650
29.064,0.343,0,0.650
26.423,5.818,0,0.466
5.130,10.870,1,0.650
27.531,15.716,0,0.883
14.961,15.650,1,0.883
11.536,14.921,0,0.650
1.861,5.609,0,0.081
6.318,7.632,1,0.250
8.038,10.445,0,0.456
4.020,4.008,1,0.459
14.390,13.182,0,0.650
12.488,10.415,1,0.867
26.650,1.014,0,0.650
2.924,3.072,1,0.465
28.547,4.306,0,0.589
18.854,1.280,0,0.523
13.684,13.051,1,0.877
26.271,2.599,0,0.650
7.778,5.846,1,0.250
21.284,15.763,1,0.867
13.793,14.837,1,0.877
0.114,12.599,1,0.650
0.357,9.447,1,0.457
1.597,15.525,1,0.650
18.394,14.796,0,0.681
25.875,7.998,0,0.461
1.256,10.696,1,0.650
0.284,15.867,0,0.467
26.792,12.760,0,0.883
18.987,13.139,0,0.736
18.959,13.929,0,0.733
20.645,9.481,0,0.678
3.826,8.467,1,0.250
0.482,3.925,1,0.462
17.390,6.721,1,0.462
9.434,11.943,0,0.518
23.354,2.010,0,0.650
22.790,6.982,1,0.650
2.564,5.424,0,0.083
24.057,12.824,0,0.879
28.390,11.925,0,0.882
18.906,15.799,1,0.858
7.479,10.197,0,0.457
17.260,14.913,1,0.869
21.499,8.461,0,0.459
8.593,1.801,1,0.455
8.959,4.617,1,0.352
1.329,8.613,1,0.250
12.176,7.624,1,0.462
13.509,4.744,1,0.509
12.482,3.018,0,0.463
6.636,4.394,0,0.206
28.630,9.439,0,0.662
28.019,5.979,0,0.467
13.158,8.461,1,0.459
10.393,13.506,0,0.613
2.043,15.305,0,0.466
0.764,9.544,1,0.492
19.850,4.090,0,0.592
19.484,9.728,1,0.748
27.698,6.482,1,0.650
21.478,10.399,0,0.866
8.473,9.321,1,0.408
14.843,1.601,0,0.467
15.247,4.867,1,0.487
14.528,0.546,0,0.466
17.647,10.759,0,0.650
20.023,1.455,0,0.650
13.865,6.999,0,0.250
7.521,13.446,1,0.650
4.579,7.182,0,0.086
24.136,4.110,1,0.843
16.492,3.391,1,0.650
16.276,5.617,0,0.250
0.069,1.794,0,0.250
12.430,4.900,1,0.481
13.315,10.948,1,0.873
13.498,9.330,1,0.618
24.336,14.937,1,0.880
9.380,9.624,0,0.391
0.807,9.749,0,0.399
3.435,6.931,0,0.084
19.642,10.560,1,0.858
29.642,9.330,1,0.731
0.078,6.383,0,0.079
0.434,5.768,0,0.080
2.760,12.097,1,0.650
16.756,4.725,0,0.308
23.079,2.146,0,0.650
11.079,0.491,1,0.650
10.971,6.545,1,0.456
25.618,14.366,0,0.883
16.893,9.899,1,0.827
13.989,5.443,1,0.465
6.611,14.083,1,0.650
9.807,8.222,1,0.363
4.420,8.458,0,0.090
13.493,1.918,1,0.650
8.949,5.540,1,0.250
3.625,2.136,1,0.464
12.195,8.723,1,0.457
4.489,4.515,1,0.350
21.562,12.610,0,0.868
20.691,8.301,0,0.459
5.873,10.118,1,0.650
10.612,8.219,1,0.433
10.810,15.295,1,0.850
28.083,4.900,1,0.672
17.356,6.394,1,0.462
22.311,14.920,1,0.871
15.868,11.477,1,0.878
9.024,6.397,1,0.254
1.174,7.810,0,0.087
19.960,9.826,0,0.790
6.329,10.596,1,0.650
17.135,9.647,0,0.528
16.246,11.684,0,0.650
10.427,0.996,1,0.615
14.812,3.417,0,0.465
5.192,8.614,0,0.091
2.488,3.133,1,0.465
27.591,10.405,1,0.867
3.817,7.259,0,0.084
7.429,11.442,1,0.650
3.108,4.612,1,0.330
3.565,11.452,1,0.650
19.061,11.496,1,0.857
2.905,1.024,1,0.465
6.147,8.903,0,0.093
11.540,5.525,1,0.460
1.336,12.620,1,0.650
11.615,0.043,1,0.650
24.534,8.098,1,0.650
23.364,4.513,0,0.551
22.281,4.856,1,0.682
13.402,11.203,1,0.875
29.456,3.664,0,0.650
28.517,11.441,1,0.878
12.804,2.689,0,0.463
22.768,7.599,0,0.463
7.141,5.029,0,0.091
0.910,11.525,1,0.650
19.084,1.455,0,0.544
10.983,6.877,0,0.250
24.652,1.471,0,0.650
18.982,9.880,1,0.796
7.306,9.207,0,0.218
28.339,6.987,1,0.650
4.224,8.189,1,0.250
2.320,10.137,0,0.459
3.491,5.760,1,0.250
6.550,5.561,1,0.250
21.990,11.938,1,0.870
27.330,11.855,0,0.882
7.030,5.411,1,0.250
19.283,14.621,0,0.770
2.330,2.718,0,0.250
29.476,14.632,0,0.883
0.668,13.184,1,0.650
22.501,14.584,0,0.872
10.838,10.008,1,0.852
22.683,15.192,0,0.873
24.794,13.423,1,0.882
17.823,10.329,0,0.650
12.268,9.471,0,0.466
16.615,5.803,1,0.464
0.713,1.399,1,0.467
18.660,8.933,1,0.507
25.428,15.847,0,0.883
21.783,4.556,1,0.747
16.086,14.713,1,0.877
9.721,8.164,0,0.197
8.599,2.846,1,0.455
24.307,0.218,0,0.650
22.693,13.463,1,0.873
25.010,4.829,0,0.494
0.680,2.729,0,0.250
28.599,7.458,1,0.650
12.966,12.203,0,0.650
14.085,11.763,1,0.879
27.107,2.356,1,0.883
25.353,14.562,0,0.883
20.016,15.049,0,0.860
2.687,8.002,0,0.088
13.166,12.720,1,0.874
5.621,6.803,1,0.250
8.035,8.136,0,0.093
5.568,2.165,0,0.250
21.142,7.420,1,0.650
2.305,11.175,1,0.650
14.565,1.874,1,0.650
10.140,7.108,0,0.223
22.928,6.426,1,0.650
9.341,4.248,0,0.252
5.927,13.920,0,0.460
0.306,14.736,1,0.650
5.075,7.558,1,0.250
13.699,11.767,1,0.877
16.738,11.766,1,0.873
16.463,12.789,0,0.650
3.383,12.028,0,0.464
27.152,0.704,1,0.883
17.558,8.726,1,0.457
18.190,5.122,1,0.472
6.361,11.360,1,0.650
5.641,5.692,1,0.250
11.759,10.635,1,0.866
8.694,3.351,0,0.250
29.065,6.277,0,0.467
14.751,15.031,0,0.650
8.482,4.714,0,0.172
29.893,5.934,1,0.650
6.925,1.341,0,0.250
27.154,9.048,1,0.662
19.256,0.923,0,0.561
24.361,9.081,1,0.670
14.367,8.068,1,0.461
2.303,11.061,0,0.464
27.331,2.318,0,0.650
7.709,12.105,0,0.457
9.724,1.941,1,0.554
1.584,11.286,0,0.465
13.146,8.978,1,0.456
4.731,8.728,1,0.250
0.821,13.681,0,0.466
13.821,10.745,1,0.870
3.331,5.121,1,0.250
4.485,7.649,1,0.250
7.430,4.684,0,0.160
12.558,8.847,0,0.250
12.404,4.068,1,0.635
8.068,15.689,0,0.456
5.740,11.710,0,0.461
17.739,9.372,0,0.428
13.395,2.409,1,0.650
24.890,7.808,0,0.462
7.204,7.685,1,0.250
11.215,14.810,1,0.863
0.221,6.634,1,0.250
5.759,9.948,0,0.446
11.313,1.176,0,0.459
27.289,9.428,1,0.755
19.165,6.584,1,0.552
17.915,2.340,0,0.460
28.464,8.407,0,0.459
12.008,1.353,0,0.461
19.422,0.673,1,0.786
7.377,8.863,1,0.250
20.393,10.252,0,0.862
7.130,8.806,0,0.092
2.749,4.188,0,0.231
18.806,7.956,1,0.518
9.491,6.756,0,0.172
26.988,2.269,1,0.883
5.867,14.984,1,0.650
13.715,5.359,0,0.250
23.352,15.499,0,0.876
7.725,4.739,0,0.156
6.690,3.384,1,0.459
22.654,14.710,0,0.873
13.504,2.348,1,0.650
3.421,3.646,0,0.250
18.792,0.336,1,0.716
19.379,8.164,1,0.575
29.432,0.451,1,0.883
1.156,14.950,0,0.466
28.907,5.275,0,0.463
20.569,10.369,0,0.863
5.645,4.920,0,0.107
6.592,6.231,1,0.250
7.735,8.448,0,0.093
8.858,11.174,0,0.455
25.980,15.853,1,0.883
11.480,12.149,1,0.865
27.036,3.586,0,0.650
12.757,0.596,0,0.463
8.990,12.631,0,0.454
8.941,0.847,0,0.250
29.840,9.990,1,0.860
21.972,14.113,0,0.870
9.941,3.795,1,0.576
29.341,13.166,0,0.883
28.672,2.744,1,0.883
10.879,3.012,0,0.450
0.385,5.138,0,0.086
28.084,6.680,0,0.466
28.896,0.658,1,0.883
6.233,14.119,0,0.460
7.782,12.451,1,0.650
14.294,15.643,1,0.880
4.573,2.528,1,0.463
4.850,11.998,1,0.650
25.454,7.092,1,0.650
19.909,5.102,1,0.638
18.456,4.687,0,0.359
5.073,3.926,1,0.462
12.869,9.080,0,0.296
19.292,1.338,0,0.565
0.857,7.986,1,0.250
16.689,4.332,0,0.388
16.677,10.849,0,0.650
8.745,15.088,0,0.455
25.860,2.000,0,0.650
11.859,14.832,1,0.867
23.047,12.390,1,0.875
19.936,1.741,1,0.852
13.606,2.444,0,0.465
6.155,7.554,0,0.089
8.869,12.939,0,0.455
14.599,4.211,1,0.607
1.817,14.530,0,0.466
20.437,3.644,0,0.650
15.837,15.346,1,0.878
16.426,0.857,1,0.650
5.206,12.972,0,0.462
29.738,3.194,0,0.650
2.816,1.010,1,0.465
17.632,3.542,1,0.650
21.582,13.062,1,0.868
13.277,6.312,1,0.465
14.305,3.916,0,0.462
8.679,15.629,1,0.650
5.950,5.766,1,0.250
16.100,9.770,0,0.570
0.126,10.685,0,0.462
22.443,7.707,1,0.650
18.458,12.288,1,0.861
28.478,2.986,1,0.883
23.181,0.242,1,0.875
4.794,14.622,1,0.650
7.247,5.488,0,0.091
7.235,5.737,0,0.091
10.663,10.953,0,0.631
29.267,0.734,1,0.883
18.582,4.573,1,0.586
26.620,7.739,0,0.462
22.322,6.151,1,0.650
29.974,2.244,1,0.883
23.873,9.671,0,0.748
25.528,2.325,0,0.650
28.090,4.443,0,0.564
15.939,2.201,0,0.466
27.587,10.291,1,0.865
17.992,11.214,0,0.650
13.029,10.880,1,0.872
27.056,0.896,1,0.883
2.327,6.889,1,0.250
12.470,0.459,1,0.650
29.247,9.118,0,0.521
13.447,8.616,1,0.458
14.778,14.381,0,0.650
19.841,5.974,0,0.435
12.087,7.344,0,0.250
1.139,15.102,1,0.650
0.409,1.447,1,0.467
15.024,4.760,1,0.506
9.144,0.621,0,0.273
18.966,15.809,1,0.857
18.981,11.137,1,0.857
12.186,12.344,1,0.869
28.719,2.240,0,0.650
19.216,15.812,1,0.856
19.566,13.956,1,0.858
20.623,8.832,0,0.457
5.369,15.735,1,0.650
3.623,5.549,1,0.250
2.171,0.040,0,0.250
19.259,13.053,0,0.767
20.860,2.697,1,0.864
11.407,3.689,1,0.650
26.518,6.216,0,0.467
21.395,13.860,0,0.867
23.675,15.095,1,0.878
17.717,15.467,0,0.650
22.350,4.797,0,0.500
1.894,14.000,0,0.466
29.361,12.193,0,0.883
13.200,9.359,1,0.630
3.977,2.395,0,0.250
2.539,8.781,1,0.250
20.432,1.507,1,0.862
3.806,1.743,0,0.250
15.982,1.565,1,0.650
24.061,3.982,1,0.868
21.825,10.844,1,0.869
18.173,10.233,0,0.663
22.097,2.610,1,0.870
18.812,1.050,1,0.718
27.403,8.924,0,0.456
17.952,4.956,1,0.470
12.533,0.661,0,0.463
4.408,4.234,0,0.226
21.847,2.196,0,0.650
17.848,11.639,1,0.865
2.491,9.557,1,0.497
6.747,2.324,0,0.250
0.148,4.358,1,0.382
21.472,4.811,1,0.691
9.369,4.916,1,0.360
20.916,15.159,0,0.865
14.411,0.032,1,0.650
19.763,10.662,0,0.829
5.329,5.927,1,0.250
28.655,15.104,0,0.883
13.007,8.652,0,0.250
29.790,7.437,1,0.650
14.386,7.104,0,0.250
3.788,2.622,0,0.250
14.121,8.727,1,0.457
6.425,10.222,1,0.650
7.126,13.937,1,0.650
27.505,6.685,0,0.466
21.303,10.318,1,0.866
11.419,13.245,0,0.650
26.330,4.781,1,0.698
8.347,15.721,1,0.650
19.830,11.077,1,0.859
26.580,14.557,0,0.883
2.361,14.356,0,0.465
9.565,11.497,1,0.735
24.962,15.278,1,0.883
8.742,4.319,0,0.202
28.737,3.121,1,0.881
16.078,11.939,1,0.877
26.998,6.527,0,0.466
26.228,7.417,1,0.650
16.053,5.012,1,0.461
24.123,8.204,1,0.650
7.280,12.593,1,0.650
3.034,15.626,0,0.465
12.924,1.214,1,0.650
8.006,0.128,0,0.250
27.889,0.151,1,0.883
29.937,2.934,0,0.650
26.816,13.823,1,0.883
16.744,9.697,1,0.756
8.031,13.951,1,0.650
29.213,2.269,1,0.883
8.269,14.606,0,0.456
20.308,0.742,1,0.862
19.359,8.696,0,0.374
3.369,14.248,1,0.650
10.791,0.985,0,0.445
14.362,2.347,0,0.466
11.496,10.894,1,0.865
0.947,9.386,0,0.292
24.412,4.684,1,0.719
17.508,2.319,0,0.461
8.633,0.463,1,0.455
25.447,6.630,0,0.466
26.105,1.021,1,0.883
17.009,15.719,0,0.650
17.328,0.450,1,0.650
14.162,4.172,1,0.614
29.703,11.829,0,0.881
13.690,3.161,1,0.650
9.003,4.729,1,0.337
23.334,13.972,1,0.876
5.270,15.988,0,0.461
22.164,7.127,1,0.650
15.449,5.082,0,0.250
6.511,8.923,1,0.250
3.451,0.120,0,0.250
16.964,7.722,1,0.462
19.866,5.903,1,0.632
5.267,8.151,0,0.089
29.058,4.184,1,0.827
13.647,15.251,1,0.876
5.382,8.506,0,0.091
2.149,15.860,1,0.650
6.151,4.668,0,0.160
6.907,10.213,1,0.650
18.978,13.527,1,0.857
15.395,11.941,0,0.650
0.023,14.323,1,0.650
27.494,5.259,0,0.463
5.542,9.195,0,0.213
5.083,0.899,0,0.250
21.936,0.489,1,0.870
28.869,15.446,0,0.883
29.116,7.701,0,0.462
21.069,9.750,0,0.775
16.854,5.175,1,0.463
2.566,10.657,1,0.650
29.149,14.046,0,0.883
20.467,0.426,0,0.650
0.991,12.183,0,0.466
22.883,2.957,0,0.650
26.694,4.474,1,0.765
26.455,4.620,1,0.733
12.228,5.287,0,0.250
13.568,14.352,0,0.650
20.377,3.914,1,0.862
11.569,0.513,0,0.460
26.636,4.480,0,0.557
28.485,10.976,1,0.873
6.087,11.172,0,0.460
7.044,6.585,1,0.250
6.741,6.445,1,0.250
8.790,15.185,0,0.455
17.382,12.404,1,0.868
20.581,15.917,1,0.863
22.149,3.058,1,0.871
19.945,1.797,0,0.643
10.604,3.615,0,0.432
27.431,8.572,0,0.458
29.851,4.151,1,0.835
4.239,8.451,0,0.090
17.689,5.534,0,0.250
4.179,14.577,0,0.463
26.215,12.866,1,0.883
19.379,13.663,0,0.781
9.163,7.604,1,0.276
19.798,7.741,1,0.624
5.539,10.425,0,0.461
9.803,1.681,1,0.562
16.297,8.566,0,0.250
9.573,8.241,0,0.181
13.152,3.510,1,0.650
27.769,10.242,0,0.865
16.788,2.023,0,0.464
2.737,6.227,1,0.250
15.637,4.859,0,0.280
21.817,10.252,1,0.865
17.601,1.509,1,0.650
3.871,9.206,1,0.358
14.769,6.089,0,0.250
26.253,15.337,1,0.883
27.011,8.359,0,0.459
29.454,11.949,0,0.883
7.423,2.913,1,0.458
9.785,15.121,1,0.764
8.963,0.523,1,0.454
8.821,15.091,0,0.455
14.803,13.199,0,0.650
12.006,7.449,1,0.461
25.220,7.392,0,0.464
0.979,5.250,1,0.250
4.182,2.000,0,0.250
23.085,5.282,0,0.464
26.385,2.617,1,0.883
24.432,15.920,1,0.881
14.499,13.643,1,0.881
4.716,14.352,1,0.650
3.840,12.240,0,0.464
23.820,8.799,0,0.457
7.976,4.030,0,0.246
26.240,6.277,1,0.650
1.351,7.775,0,0.087
18.600,4.689,0,0.375
28.869,13.722,0,0.883
10.998,3.845,1,0.650
3.033,7.947,1,0.250
12.417,12.310,0,0.650
12.835,7.622,0,0.250
28.806,5.382,1,0.650
2.401,1.822,1,0.465
15.664,1.995,1,0.650
27.620,9.811,1,0.831
5.162,1.366,1,0.462
4.374,5.191,1,0.250
24.940,0.275,0,0.650
13.998,14.286,1,0.878
28.058,3.839,0,0.650
25.466,9.062,1,0.666
24.838,1.181,0,0.650
22.629,6.236,0,0.464
15.463,2.155,1,0.650
29.586,5.703,0,0.466
26.314,14.072,0,0.883
4.670,12.456,1,0.650
9.471,0.785,1,0.522
13.403,1.897,1,0.650
19.629,14.849,1,0.858
25.145,14.322,1,0.883
5.375,13.192,0,0.461
2.090,15.394,1,0.650
14.867,9.404,0,0.441
6.074,7.337,0,0.089
21.529,14.281,1,0.868
17.485,9.387,0,0.434
1.724,0.481,1,0.466
10.667,2.788,1,0.631
29.569,14.135,0,0.883
25.635,8.164,1,0.650
28.729,14.219,0,0.883
29.266,5.093,1,0.650
27.577,8.111,0,0.461
21.878,5.852,1,0.650
17.423,10.299,0,0.650
17.644,12.494,0,0.650
4.034,6.999,1,0.250
11.776,10.826,0,0.650
15.006,14.855,1,0.883
28.381,12.991,0,0.883
8.328,2.807,0,0.250
16.353,12.377,0,0.650
21.382,0.386,0,0.650
7.755,11.905,0,0.457
9.283,15.337,0,0.497
6.418,15.501,1,0.650
8.856,3.325,0,0.250
14.544,6.703,0,0.250
4.209,9.587,0,0.356
2.617,12.250,0,0.465
1.434,10.484,1,0.650
20.609,1.409,1,0.863
14.756,15.208,0,0.650
4.963,6.333,1,0.250
0.849,10.285,0,0.460
17.740,2.018,1,0.650
27.001,8.685,1,0.650
25.741,14.066,1,0.883
19.327,8.764,1,0.569
14.220,15.010,1,0.879
11.386,12.206,0,0.650
15.953,12.288,1,0.878
19.494,14.373,1,0.858
10.404,2.834,0,0.418
15.178,14.814,0,0.650
24.176,13.466,0,0.880
5.547,9.274,1,0.388
4.528,8.709,1,0.250
27.822,5.375,1,0.650
14.292,15.287,0,0.650
1.442,7.242,0,0.084
11.395,8.336,0,0.250
16.969,4.261,0,0.402
29.811,10.139,1,0.863
1.908,9.637,0,0.370
22.641,14.226,0,0.873
24.079,15.824,0,0.879
17.354,8.849,1,0.457
14.724,4.756,0,0.301
12.392,9.874,0,0.606
19.527,0.377,1,0.799
23.426,14.946,0,0.876
13.248,6.981,0,0.250
17.294,14.551,0,0.650
14.244,9.378,1,0.638
0.359,12.892,1,0.650
20.426,12.458,1,0.862
0.506,0.129,0,0.250
1.579,7.003,1,0.250
0.716,12.728,1,0.650
19.453,14.969,0,0.790
12.245,12.126,1,0.869
7.546,8.626,0,0.092
21.476,5.286,1,0.650
5.392,13.554,0,0.461
1.153,5.715,1,0.250
0.634,14.629,0,0.467
29.857,1.540,1,0.883
1.112,0.177,0,0.250
